reviewer_name,review_date,rating,review_text,source,sentiment_score,sentiment_label,cleaned_text,topic
Pawan Gupta,a month ago,5.0,"A hallmark of Taj Hotels is their exceptional, personalized service and genuine warmth, often referred to as ""Tajness,"" combined with stays at magnificent heritage palaces and landmark properties",taj_mumbai,0.802,Positive,hallmark taj hotels exceptional personalized service genuine warmth often referred tajness combined stays magnificent heritage palaces landmark properties,20
ashish Singh,a month ago,5.0,"I visited Taj Mumbai today and had lunch at their Shamiana Restaurant with my wife, my sister, and my sister’s 6-month-old son. The experience was absolutely delightful. Right from the entrance, the ambiance felt luxurious and welcoming. The décor is elegant, and the seating arrangement is very comfortable, making it perfect for a relaxed family lunch. The food we ordered was excellent. Every dish reflected authentic flavors and high-quality ingredients. The taste, freshness, and presentation were all top-notch. The food was expensive, of course, but completely worth it for the quality and the overall experience. You can feel the attention to detail in both cooking and plating, which adds to the premium dining experience. What really stood out was the staff. They were exceptionally polite, attentive, and professional – truly the best of the best. They even went out of their way to help with my 6-month-old nephew, so my sister could enjoy her lunch in peace. Their care and warm nature made the meal even more enjoyable and stress-free, especially when dining with a baby. Overall, Shamiana Restaurant at Taj Mumbai is perfect for anyone looking for authentic, high-quality food in a luxurious setting with impeccable service. The combination of delicious cuisine, elegant ambiance, thoughtful staff, and premium quality makes it an unforgettable dining experience. Highly recommended for families, couples, and anyone wanting a premium dining experience in Mumbai.",taj_mumbai,0.9976,Positive,visited taj mumbai today lunch shamiana restaurant wife sister sisters monthold son experience absolutely delightful right entrance ambiance felt luxurious welcoming dcor elegant seating arrangement comfortable making perfect relaxed family lunch food ordered excellent every dish reflected authentic flavors highquality ingredients taste freshness presentation topnotch food expensive course completely worth quality overall experience feel attention detail cooking plating adds premium dining experience really stood staff exceptionally polite attentive professional truly best best even went way help monthold nephew sister could enjoy lunch peace care warm nature made meal even enjoyable stressfree especially dining baby overall shamiana restaurant taj mumbai perfect anyone looking authentic highquality food luxurious setting impeccable service combination delicious cuisine elegant ambiance thoughtful staff premium quality makes unforgettable dining experience highly recommended families couples anyone wanting premium dining experience mumbai,22
Shweta S Dabre,a month ago,5.0,"The Taj Hotel is known for its royal hospitality, rich heritage, and historical significance. Great experience. Different types of drinks and beverages. It's rate is higher than other restaurants, but feeling great. Food, atmosphere , staff members and service are best. The Taj Mahal Palace, is a famous luxury hotel.The hotel is an architectural masterpiece that blends Indian, Islamic, and European styles. Overlooking the Gateway of India and the Arabian Sea, it is one of the most iconic landmarks of Mumbai.",taj_mumbai,0.9782,Positive,taj hotel known royal hospitality rich heritage historical significance great experience different types drinks beverages rate higher restaurants feeling great food atmosphere staff members service best taj mahal palace famous luxury hotelthe hotel architectural masterpiece blends indian islamic european styles overlooking gateway india arabian sea one iconic landmarks mumbai,17
za Shaikh,a month ago,5.0,"Had the privilege of visiting The Taj Mahal Palace for an interview with Shevaun Haviland, Director General of the British Chambers of Commerce, regarding the UK-India Free Trade Agreement. As always, stepping into the Taj is nothing short of a royal experience — where every corner radiates warmth, grace, and an unmatched sense of hospitality. You don’t just stay here; you’re loved, pampered, and made to feel truly special. Every visit offers a new memory, a new feeling, and a renewed sense of awe. Today’s visit was especially emotional — it happened to be the death anniversary of the legendary Shri Ratan Tata sir. While I was thrilled about the interview, there was also a deep sense of sadness remembering the loss of an invaluable gem the world lost last year on this very day. Forever a Tata fan. The Taj Mahal Palace will always remain a symbol of excellence, heritage, and heart.",taj_mumbai,0.9808,Positive,privilege visiting taj mahal palace interview shevaun haviland director general british chambers commerce regarding ukindia free trade agreement always stepping taj nothing short royal experience every corner radiates warmth grace unmatched sense hospitality dont stay youre loved pampered made feel truly special every visit offers new memory new feeling renewed sense awe todays visit especially emotional happened death anniversary legendary shri ratan tata sir thrilled interview also deep sense sadness remembering loss invaluable gem world lost last year day forever tata fan taj mahal palace always remain symbol excellence heritage heart,16
VEDANT BHAGAT,6 days ago,5.0,"Royal Experience by the Sea • One of the most iconic and luxurious hotels in India • Stunning architecture and interiors—every corner feels premium • The hospitality is world-class; staff is extremely polite and professional • Beautiful view of the Arabian Sea and Gateway of India right across • The ambience, food, and service make the experience unforgettable • Security and cleanliness are top-notch • Perfect place for celebrations, fine dining, or a peaceful staycation • Truly a symbol of Mumbai’s heritage and elegance",taj_mumbai,0.9705,Positive,royal experience sea one iconic luxurious hotels india stunning architecture interiorsevery corner feels premium hospitality worldclass staff extremely polite professional beautiful view arabian sea gateway india right across ambience food service make experience unforgettable security cleanliness topnotch perfect place celebrations fine dining peaceful staycation truly symbol mumbais heritage elegance,15
Sethuvinayakam K S,a month ago,5.0,"An architectural masterpiece that stands tall with pride and history. The Taj Mahal Palace is not just a hotel but a symbol of elegance, heritage, and Mumbai’s timeless charm. A must-visit landmark!",taj_mumbai,0.9134,Positive,architectural masterpiece stands tall pride history taj mahal palace hotel symbol elegance heritage mumbais timeless charm mustvisit landmark,21
Swati Vaish,4 months ago,5.0,"The Taj Mahal Palace isn’t just a hotel—it’s a living masterpiece. From its Indo-Saracenic domes to the grand archways, every detail whispers stories of heritage, royalty, and resilience. A true jewel of Mumbai’s skyline #TajMahalPalace #IconicArchitecture #MumbaiDiaries #HeritageHotel #ArchitecturalMarvel #LuxuryWithLegacy #TravelIndia #PalaceVibes #HistoricalBeauty #WanderlustIndia #TajStories #IncredibleIndia",taj_mumbai,0.9081,Positive,taj mahal palace isnt hotelits living masterpiece indosaracenic domes grand archways every detail whispers stories heritage royalty resilience true jewel mumbais skyline tajmahalpalace iconicarchitecture mumbaidiaries heritagehotel architecturalmarvel luxurywithlegacy travelindia palacevibes historicalbeauty wanderlustindia tajstories incredibleindia,18
Shrirang Dharkar,3 months ago,5.0,"The hotel's architecture is simply breathtaking, providing a majestic experience for every guest. Service at this establishment is top-notch, with staff members always ready to assist with a smile. Staying there is like stepping into a world of luxury and comfort. The culinary offerings are diverse and delicious, offering a wide variety of options. Overall, it provides an unforgettable experience that I highly recommend.",taj_mumbai,0.9552,Positive,hotels architecture simply breathtaking providing majestic experience every guest service establishment topnotch staff members always ready assist smile staying like stepping world luxury comfort culinary offerings diverse delicious offering wide variety options overall provides unforgettable experience highly recommend,19
Pawan Gupta,a month ago,5.0,"A hallmark of Taj Hotels is their exceptional, personalized service and genuine warmth, often referred to as ""Tajness,"" combined with stays at magnificent heritage palaces and landmark properties",taj_mumbai,0.802,Positive,hallmark taj hotels exceptional personalized service genuine warmth often referred tajness combined stays magnificent heritage palaces landmark properties,20
ashish Singh,a month ago,5.0,"I visited Taj Mumbai today and had lunch at their Shamiana Restaurant with my wife, my sister, and my sister’s 6-month-old son. The experience was absolutely delightful. Right from the entrance, the ambiance felt luxurious and welcoming. The décor is elegant, and the seating arrangement is very comfortable, making it perfect for a relaxed family lunch. The food we ordered was excellent. Every dish reflected authentic flavors and high-quality ingredients. The taste, freshness, and presentation were all top-notch. The food was expensive, of course, but completely worth it for the quality and the overall experience. You can feel the attention to detail in both cooking and plating, which adds to the premium dining experience. What really stood out was the staff. They were exceptionally polite, attentive, and professional – truly the best of the best. They even went out of their way to help with my 6-month-old nephew, so my sister could enjoy her lunch in peace. Their care and warm nature made the meal even more enjoyable and stress-free, especially when dining with a baby. Overall, Shamiana Restaurant at Taj Mumbai is perfect for anyone looking for authentic, high-quality food in a luxurious setting with impeccable service. The combination of delicious cuisine, elegant ambiance, thoughtful staff, and premium quality makes it an unforgettable dining experience. Highly recommended for families, couples, and anyone wanting a premium dining experience in Mumbai.",taj_mumbai,0.9976,Positive,visited taj mumbai today lunch shamiana restaurant wife sister sisters monthold son experience absolutely delightful right entrance ambiance felt luxurious welcoming dcor elegant seating arrangement comfortable making perfect relaxed family lunch food ordered excellent every dish reflected authentic flavors highquality ingredients taste freshness presentation topnotch food expensive course completely worth quality overall experience feel attention detail cooking plating adds premium dining experience really stood staff exceptionally polite attentive professional truly best best even went way help monthold nephew sister could enjoy lunch peace care warm nature made meal even enjoyable stressfree especially dining baby overall shamiana restaurant taj mumbai perfect anyone looking authentic highquality food luxurious setting impeccable service combination delicious cuisine elegant ambiance thoughtful staff premium quality makes unforgettable dining experience highly recommended families couples anyone wanting premium dining experience mumbai,22
Shweta S Dabre,a month ago,5.0,"The Taj Hotel is known for its royal hospitality, rich heritage, and historical significance. Great experience. Different types of drinks and beverages. It's rate is higher than other restaurants, but feeling great. Food, atmosphere , staff members and service are best. The Taj Mahal Palace, is a famous luxury hotel.The hotel is an architectural masterpiece that blends Indian, Islamic, and European styles. Overlooking the Gateway of India and the Arabian Sea, it is one of the most iconic landmarks of Mumbai.",taj_mumbai,0.9782,Positive,taj hotel known royal hospitality rich heritage historical significance great experience different types drinks beverages rate higher restaurants feeling great food atmosphere staff members service best taj mahal palace famous luxury hotelthe hotel architectural masterpiece blends indian islamic european styles overlooking gateway india arabian sea one iconic landmarks mumbai,17
za Shaikh,a month ago,5.0,"Had the privilege of visiting The Taj Mahal Palace for an interview with Shevaun Haviland, Director General of the British Chambers of Commerce, regarding the UK-India Free Trade Agreement. As always, stepping into the Taj is nothing short of a royal experience — where every corner radiates warmth, grace, and an unmatched sense of hospitality. You don’t just stay here; you’re loved, pampered, and made to feel truly special. Every visit offers a new memory, a new feeling, and a renewed sense of awe. Today’s visit was especially emotional — it happened to be the death anniversary of the legendary Shri Ratan Tata sir. While I was thrilled about the interview, there was also a deep sense of sadness remembering the loss of an invaluable gem the world lost last year on this very day. Forever a Tata fan. The Taj Mahal Palace will always remain a symbol of excellence, heritage, and heart.",taj_mumbai,0.9808,Positive,privilege visiting taj mahal palace interview shevaun haviland director general british chambers commerce regarding ukindia free trade agreement always stepping taj nothing short royal experience every corner radiates warmth grace unmatched sense hospitality dont stay youre loved pampered made feel truly special every visit offers new memory new feeling renewed sense awe todays visit especially emotional happened death anniversary legendary shri ratan tata sir thrilled interview also deep sense sadness remembering loss invaluable gem world lost last year day forever tata fan taj mahal palace always remain symbol excellence heritage heart,16
VEDANT BHAGAT,6 days ago,5.0,"Royal Experience by the Sea • One of the most iconic and luxurious hotels in India • Stunning architecture and interiors—every corner feels premium • The hospitality is world-class; staff is extremely polite and professional • Beautiful view of the Arabian Sea and Gateway of India right across • The ambience, food, and service make the experience unforgettable • Security and cleanliness are top-notch • Perfect place for celebrations, fine dining, or a peaceful staycation • Truly a symbol of Mumbai’s heritage and elegance",taj_mumbai,0.9705,Positive,royal experience sea one iconic luxurious hotels india stunning architecture interiorsevery corner feels premium hospitality worldclass staff extremely polite professional beautiful view arabian sea gateway india right across ambience food service make experience unforgettable security cleanliness topnotch perfect place celebrations fine dining peaceful staycation truly symbol mumbais heritage elegance,15
Sethuvinayakam K S,a month ago,5.0,"An architectural masterpiece that stands tall with pride and history. The Taj Mahal Palace is not just a hotel but a symbol of elegance, heritage, and Mumbai’s timeless charm. A must-visit landmark!",taj_mumbai,0.9134,Positive,architectural masterpiece stands tall pride history taj mahal palace hotel symbol elegance heritage mumbais timeless charm mustvisit landmark,21
Swati Vaish,4 months ago,5.0,"The Taj Mahal Palace isn’t just a hotel—it’s a living masterpiece. From its Indo-Saracenic domes to the grand archways, every detail whispers stories of heritage, royalty, and resilience. A true jewel of Mumbai’s skyline #TajMahalPalace #IconicArchitecture #MumbaiDiaries #HeritageHotel #ArchitecturalMarvel #LuxuryWithLegacy #TravelIndia #PalaceVibes #HistoricalBeauty #WanderlustIndia #TajStories #IncredibleIndia",taj_mumbai,0.9081,Positive,taj mahal palace isnt hotelits living masterpiece indosaracenic domes grand archways every detail whispers stories heritage royalty resilience true jewel mumbais skyline tajmahalpalace iconicarchitecture mumbaidiaries heritagehotel architecturalmarvel luxurywithlegacy travelindia palacevibes historicalbeauty wanderlustindia tajstories incredibleindia,18
Shrirang Dharkar,3 months ago,5.0,"The hotel's architecture is simply breathtaking, providing a majestic experience for every guest. Service at this establishment is top-notch, with staff members always ready to assist with a smile. Staying there is like stepping into a world of luxury and comfort. The culinary offerings are diverse and delicious, offering a wide variety of options. Overall, it provides an unforgettable experience that I highly recommend.",taj_mumbai,0.9552,Positive,hotels architecture simply breathtaking providing majestic experience every guest service establishment topnotch staff members always ready assist smile staying like stepping world luxury comfort culinary offerings diverse delicious offering wide variety options overall provides unforgettable experience highly recommend,19
Pawan Gupta,a month ago,5.0,"A hallmark of Taj Hotels is their exceptional, personalized service and genuine warmth, often referred to as ""Tajness,"" combined with stays at magnificent heritage palaces and landmark properties",taj_mumbai,0.802,Positive,hallmark taj hotels exceptional personalized service genuine warmth often referred tajness combined stays magnificent heritage palaces landmark properties,20
ashish Singh,a month ago,5.0,"I visited Taj Mumbai today and had lunch at their Shamiana Restaurant with my wife, my sister, and my sister’s 6-month-old son. The experience was absolutely delightful. Right from the entrance, the ambiance felt luxurious and welcoming. The décor is elegant, and the seating arrangement is very comfortable, making it perfect for a relaxed family lunch. The food we ordered was excellent. Every dish reflected authentic flavors and high-quality ingredients. The taste, freshness, and presentation were all top-notch. The food was expensive, of course, but completely worth it for the quality and the overall experience. You can feel the attention to detail in both cooking and plating, which adds to the premium dining experience. What really stood out was the staff. They were exceptionally polite, attentive, and professional – truly the best of the best. They even went out of their way to help with my 6-month-old nephew, so my sister could enjoy her lunch in peace. Their care and warm nature made the meal even more enjoyable and stress-free, especially when dining with a baby. Overall, Shamiana Restaurant at Taj Mumbai is perfect for anyone looking for authentic, high-quality food in a luxurious setting with impeccable service. The combination of delicious cuisine, elegant ambiance, thoughtful staff, and premium quality makes it an unforgettable dining experience. Highly recommended for families, couples, and anyone wanting a premium dining experience in Mumbai.",taj_mumbai,0.9976,Positive,visited taj mumbai today lunch shamiana restaurant wife sister sisters monthold son experience absolutely delightful right entrance ambiance felt luxurious welcoming dcor elegant seating arrangement comfortable making perfect relaxed family lunch food ordered excellent every dish reflected authentic flavors highquality ingredients taste freshness presentation topnotch food expensive course completely worth quality overall experience feel attention detail cooking plating adds premium dining experience really stood staff exceptionally polite attentive professional truly best best even went way help monthold nephew sister could enjoy lunch peace care warm nature made meal even enjoyable stressfree especially dining baby overall shamiana restaurant taj mumbai perfect anyone looking authentic highquality food luxurious setting impeccable service combination delicious cuisine elegant ambiance thoughtful staff premium quality makes unforgettable dining experience highly recommended families couples anyone wanting premium dining experience mumbai,22
Shweta S Dabre,a month ago,5.0,"The Taj Hotel is known for its royal hospitality, rich heritage, and historical significance. Great experience. Different types of drinks and beverages. It's rate is higher than other restaurants, but feeling great. Food, atmosphere , staff members and service are best. The Taj Mahal Palace, is a famous luxury hotel.The hotel is an architectural masterpiece that blends Indian, Islamic, and European styles. Overlooking the Gateway of India and the Arabian Sea, it is one of the most iconic landmarks of Mumbai.",taj_mumbai,0.9782,Positive,taj hotel known royal hospitality rich heritage historical significance great experience different types drinks beverages rate higher restaurants feeling great food atmosphere staff members service best taj mahal palace famous luxury hotelthe hotel architectural masterpiece blends indian islamic european styles overlooking gateway india arabian sea one iconic landmarks mumbai,17
za Shaikh,a month ago,5.0,"Had the privilege of visiting The Taj Mahal Palace for an interview with Shevaun Haviland, Director General of the British Chambers of Commerce, regarding the UK-India Free Trade Agreement. As always, stepping into the Taj is nothing short of a royal experience — where every corner radiates warmth, grace, and an unmatched sense of hospitality. You don’t just stay here; you’re loved, pampered, and made to feel truly special. Every visit offers a new memory, a new feeling, and a renewed sense of awe. Today’s visit was especially emotional — it happened to be the death anniversary of the legendary Shri Ratan Tata sir. While I was thrilled about the interview, there was also a deep sense of sadness remembering the loss of an invaluable gem the world lost last year on this very day. Forever a Tata fan. The Taj Mahal Palace will always remain a symbol of excellence, heritage, and heart.",taj_mumbai,0.9808,Positive,privilege visiting taj mahal palace interview shevaun haviland director general british chambers commerce regarding ukindia free trade agreement always stepping taj nothing short royal experience every corner radiates warmth grace unmatched sense hospitality dont stay youre loved pampered made feel truly special every visit offers new memory new feeling renewed sense awe todays visit especially emotional happened death anniversary legendary shri ratan tata sir thrilled interview also deep sense sadness remembering loss invaluable gem world lost last year day forever tata fan taj mahal palace always remain symbol excellence heritage heart,16
VEDANT BHAGAT,6 days ago,5.0,"Royal Experience by the Sea • One of the most iconic and luxurious hotels in India • Stunning architecture and interiors—every corner feels premium • The hospitality is world-class; staff is extremely polite and professional • Beautiful view of the Arabian Sea and Gateway of India right across • The ambience, food, and service make the experience unforgettable • Security and cleanliness are top-notch • Perfect place for celebrations, fine dining, or a peaceful staycation • Truly a symbol of Mumbai’s heritage and elegance",taj_mumbai,0.9705,Positive,royal experience sea one iconic luxurious hotels india stunning architecture interiorsevery corner feels premium hospitality worldclass staff extremely polite professional beautiful view arabian sea gateway india right across ambience food service make experience unforgettable security cleanliness topnotch perfect place celebrations fine dining peaceful staycation truly symbol mumbais heritage elegance,15
Sethuvinayakam K S,a month ago,5.0,"An architectural masterpiece that stands tall with pride and history. The Taj Mahal Palace is not just a hotel but a symbol of elegance, heritage, and Mumbai’s timeless charm. A must-visit landmark!",taj_mumbai,0.9134,Positive,architectural masterpiece stands tall pride history taj mahal palace hotel symbol elegance heritage mumbais timeless charm mustvisit landmark,21
Swati Vaish,4 months ago,5.0,"The Taj Mahal Palace isn’t just a hotel—it’s a living masterpiece. From its Indo-Saracenic domes to the grand archways, every detail whispers stories of heritage, royalty, and resilience. A true jewel of Mumbai’s skyline #TajMahalPalace #IconicArchitecture #MumbaiDiaries #HeritageHotel #ArchitecturalMarvel #LuxuryWithLegacy #TravelIndia #PalaceVibes #HistoricalBeauty #WanderlustIndia #TajStories #IncredibleIndia",taj_mumbai,0.9081,Positive,taj mahal palace isnt hotelits living masterpiece indosaracenic domes grand archways every detail whispers stories heritage royalty resilience true jewel mumbais skyline tajmahalpalace iconicarchitecture mumbaidiaries heritagehotel architecturalmarvel luxurywithlegacy travelindia palacevibes historicalbeauty wanderlustindia tajstories incredibleindia,18
Shrirang Dharkar,3 months ago,5.0,"The hotel's architecture is simply breathtaking, providing a majestic experience for every guest. Service at this establishment is top-notch, with staff members always ready to assist with a smile. Staying there is like stepping into a world of luxury and comfort. The culinary offerings are diverse and delicious, offering a wide variety of options. Overall, it provides an unforgettable experience that I highly recommend.",taj_mumbai,0.9552,Positive,hotels architecture simply breathtaking providing majestic experience every guest service establishment topnotch staff members always ready assist smile staying like stepping world luxury comfort culinary offerings diverse delicious offering wide variety options overall provides unforgettable experience highly recommend,19
Pawan Gupta,a month ago,5.0,"A hallmark of Taj Hotels is their exceptional, personalized service and genuine warmth, often referred to as ""Tajness,"" combined with stays at magnificent heritage palaces and landmark properties",taj_mumbai,0.802,Positive,hallmark taj hotels exceptional personalized service genuine warmth often referred tajness combined stays magnificent heritage palaces landmark properties,20
ashish Singh,a month ago,5.0,"I visited Taj Mumbai today and had lunch at their Shamiana Restaurant with my wife, my sister, and my sister’s 6-month-old son. The experience was absolutely delightful. Right from the entrance, the ambiance felt luxurious and welcoming. The décor is elegant, and the seating arrangement is very comfortable, making it perfect for a relaxed family lunch. The food we ordered was excellent. Every dish reflected authentic flavors and high-quality ingredients. The taste, freshness, and presentation were all top-notch. The food was expensive, of course, but completely worth it for the quality and the overall experience. You can feel the attention to detail in both cooking and plating, which adds to the premium dining experience. What really stood out was the staff. They were exceptionally polite, attentive, and professional – truly the best of the best. They even went out of their way to help with my 6-month-old nephew, so my sister could enjoy her lunch in peace. Their care and warm nature made the meal even more enjoyable and stress-free, especially when dining with a baby. Overall, Shamiana Restaurant at Taj Mumbai is perfect for anyone looking for authentic, high-quality food in a luxurious setting with impeccable service. The combination of delicious cuisine, elegant ambiance, thoughtful staff, and premium quality makes it an unforgettable dining experience. Highly recommended for families, couples, and anyone wanting a premium dining experience in Mumbai.",taj_mumbai,0.9976,Positive,visited taj mumbai today lunch shamiana restaurant wife sister sisters monthold son experience absolutely delightful right entrance ambiance felt luxurious welcoming dcor elegant seating arrangement comfortable making perfect relaxed family lunch food ordered excellent every dish reflected authentic flavors highquality ingredients taste freshness presentation topnotch food expensive course completely worth quality overall experience feel attention detail cooking plating adds premium dining experience really stood staff exceptionally polite attentive professional truly best best even went way help monthold nephew sister could enjoy lunch peace care warm nature made meal even enjoyable stressfree especially dining baby overall shamiana restaurant taj mumbai perfect anyone looking authentic highquality food luxurious setting impeccable service combination delicious cuisine elegant ambiance thoughtful staff premium quality makes unforgettable dining experience highly recommended families couples anyone wanting premium dining experience mumbai,22
Shweta S Dabre,a month ago,5.0,"The Taj Hotel is known for its royal hospitality, rich heritage, and historical significance. Great experience. Different types of drinks and beverages. It's rate is higher than other restaurants, but feeling great. Food, atmosphere , staff members and service are best. The Taj Mahal Palace, is a famous luxury hotel.The hotel is an architectural masterpiece that blends Indian, Islamic, and European styles. Overlooking the Gateway of India and the Arabian Sea, it is one of the most iconic landmarks of Mumbai.",taj_mumbai,0.9782,Positive,taj hotel known royal hospitality rich heritage historical significance great experience different types drinks beverages rate higher restaurants feeling great food atmosphere staff members service best taj mahal palace famous luxury hotelthe hotel architectural masterpiece blends indian islamic european styles overlooking gateway india arabian sea one iconic landmarks mumbai,17
za Shaikh,a month ago,5.0,"Had the privilege of visiting The Taj Mahal Palace for an interview with Shevaun Haviland, Director General of the British Chambers of Commerce, regarding the UK-India Free Trade Agreement. As always, stepping into the Taj is nothing short of a royal experience — where every corner radiates warmth, grace, and an unmatched sense of hospitality. You don’t just stay here; you’re loved, pampered, and made to feel truly special. Every visit offers a new memory, a new feeling, and a renewed sense of awe. Today’s visit was especially emotional — it happened to be the death anniversary of the legendary Shri Ratan Tata sir. While I was thrilled about the interview, there was also a deep sense of sadness remembering the loss of an invaluable gem the world lost last year on this very day. Forever a Tata fan. The Taj Mahal Palace will always remain a symbol of excellence, heritage, and heart.",taj_mumbai,0.9808,Positive,privilege visiting taj mahal palace interview shevaun haviland director general british chambers commerce regarding ukindia free trade agreement always stepping taj nothing short royal experience every corner radiates warmth grace unmatched sense hospitality dont stay youre loved pampered made feel truly special every visit offers new memory new feeling renewed sense awe todays visit especially emotional happened death anniversary legendary shri ratan tata sir thrilled interview also deep sense sadness remembering loss invaluable gem world lost last year day forever tata fan taj mahal palace always remain symbol excellence heritage heart,16
VEDANT BHAGAT,6 days ago,5.0,"Royal Experience by the Sea • One of the most iconic and luxurious hotels in India • Stunning architecture and interiors—every corner feels premium • The hospitality is world-class; staff is extremely polite and professional • Beautiful view of the Arabian Sea and Gateway of India right across • The ambience, food, and service make the experience unforgettable • Security and cleanliness are top-notch • Perfect place for celebrations, fine dining, or a peaceful staycation • Truly a symbol of Mumbai’s heritage and elegance",taj_mumbai,0.9705,Positive,royal experience sea one iconic luxurious hotels india stunning architecture interiorsevery corner feels premium hospitality worldclass staff extremely polite professional beautiful view arabian sea gateway india right across ambience food service make experience unforgettable security cleanliness topnotch perfect place celebrations fine dining peaceful staycation truly symbol mumbais heritage elegance,15
Sethuvinayakam K S,a month ago,5.0,"An architectural masterpiece that stands tall with pride and history. The Taj Mahal Palace is not just a hotel but a symbol of elegance, heritage, and Mumbai’s timeless charm. A must-visit landmark!",taj_mumbai,0.9134,Positive,architectural masterpiece stands tall pride history taj mahal palace hotel symbol elegance heritage mumbais timeless charm mustvisit landmark,21
Swati Vaish,4 months ago,5.0,"The Taj Mahal Palace isn’t just a hotel—it’s a living masterpiece. From its Indo-Saracenic domes to the grand archways, every detail whispers stories of heritage, royalty, and resilience. A true jewel of Mumbai’s skyline #TajMahalPalace #IconicArchitecture #MumbaiDiaries #HeritageHotel #ArchitecturalMarvel #LuxuryWithLegacy #TravelIndia #PalaceVibes #HistoricalBeauty #WanderlustIndia #TajStories #IncredibleIndia",taj_mumbai,0.9081,Positive,taj mahal palace isnt hotelits living masterpiece indosaracenic domes grand archways every detail whispers stories heritage royalty resilience true jewel mumbais skyline tajmahalpalace iconicarchitecture mumbaidiaries heritagehotel architecturalmarvel luxurywithlegacy travelindia palacevibes historicalbeauty wanderlustindia tajstories incredibleindia,18
Shrirang Dharkar,3 months ago,5.0,"The hotel's architecture is simply breathtaking, providing a majestic experience for every guest. Service at this establishment is top-notch, with staff members always ready to assist with a smile. Staying there is like stepping into a world of luxury and comfort. The culinary offerings are diverse and delicious, offering a wide variety of options. Overall, it provides an unforgettable experience that I highly recommend.",taj_mumbai,0.9552,Positive,hotels architecture simply breathtaking providing majestic experience every guest service establishment topnotch staff members always ready assist smile staying like stepping world luxury comfort culinary offerings diverse delicious offering wide variety options overall provides unforgettable experience highly recommend,19
Pawan Gupta,a month ago,5.0,"A hallmark of Taj Hotels is their exceptional, personalized service and genuine warmth, often referred to as ""Tajness,"" combined with stays at magnificent heritage palaces and landmark properties",taj_mumbai,0.802,Positive,hallmark taj hotels exceptional personalized service genuine warmth often referred tajness combined stays magnificent heritage palaces landmark properties,20
ashish Singh,a month ago,5.0,"I visited Taj Mumbai today and had lunch at their Shamiana Restaurant with my wife, my sister, and my sister’s 6-month-old son. The experience was absolutely delightful. Right from the entrance, the ambiance felt luxurious and welcoming. The décor is elegant, and the seating arrangement is very comfortable, making it perfect for a relaxed family lunch. The food we ordered was excellent. Every dish reflected authentic flavors and high-quality ingredients. The taste, freshness, and presentation were all top-notch. The food was expensive, of course, but completely worth it for the quality and the overall experience. You can feel the attention to detail in both cooking and plating, which adds to the premium dining experience. What really stood out was the staff. They were exceptionally polite, attentive, and professional – truly the best of the best. They even went out of their way to help with my 6-month-old nephew, so my sister could enjoy her lunch in peace. Their care and warm nature made the meal even more enjoyable and stress-free, especially when dining with a baby. Overall, Shamiana Restaurant at Taj Mumbai is perfect for anyone looking for authentic, high-quality food in a luxurious setting with impeccable service. The combination of delicious cuisine, elegant ambiance, thoughtful staff, and premium quality makes it an unforgettable dining experience. Highly recommended for families, couples, and anyone wanting a premium dining experience in Mumbai.",taj_mumbai,0.9976,Positive,visited taj mumbai today lunch shamiana restaurant wife sister sisters monthold son experience absolutely delightful right entrance ambiance felt luxurious welcoming dcor elegant seating arrangement comfortable making perfect relaxed family lunch food ordered excellent every dish reflected authentic flavors highquality ingredients taste freshness presentation topnotch food expensive course completely worth quality overall experience feel attention detail cooking plating adds premium dining experience really stood staff exceptionally polite attentive professional truly best best even went way help monthold nephew sister could enjoy lunch peace care warm nature made meal even enjoyable stressfree especially dining baby overall shamiana restaurant taj mumbai perfect anyone looking authentic highquality food luxurious setting impeccable service combination delicious cuisine elegant ambiance thoughtful staff premium quality makes unforgettable dining experience highly recommended families couples anyone wanting premium dining experience mumbai,22
Shweta S Dabre,a month ago,5.0,"The Taj Hotel is known for its royal hospitality, rich heritage, and historical significance. Great experience. Different types of drinks and beverages. It's rate is higher than other restaurants, but feeling great. Food, atmosphere , staff members and service are best. The Taj Mahal Palace, is a famous luxury hotel.The hotel is an architectural masterpiece that blends Indian, Islamic, and European styles. Overlooking the Gateway of India and the Arabian Sea, it is one of the most iconic landmarks of Mumbai.",taj_mumbai,0.9782,Positive,taj hotel known royal hospitality rich heritage historical significance great experience different types drinks beverages rate higher restaurants feeling great food atmosphere staff members service best taj mahal palace famous luxury hotelthe hotel architectural masterpiece blends indian islamic european styles overlooking gateway india arabian sea one iconic landmarks mumbai,17
